doy,month,hour,growth_stage,temperature_mean_C,temperature_max_C,temperature_min_C,humidity_pct,wind_speed_2m_ms,rainfall_mm,sunshine_hours,soil_moisture_pct,soil_ph,nitrogen_mgkg,phosphorus_mgkg,potassium_mgkg,crop_health_score,Ra_MJ_m2_day,Rs_MJ_m2_day,Rn_MJ_m2_day,es_kPa,ea_kPa,VPD_kPa,ETo_mm_day,Kc,ETc_mm_day,Ks_stress_coeff,Pe_eff_rain_day_mm,CWR_mm_per_day,soil_fertility_score,fertility_class,irrigation_needed
178,6,15,4,27.64,31.12,24.12,86.57,0.479,118.55,10.26,55.0,7.4,105.9,52.4,20.0,44.5,39.1605,25.1224,16.5167,3.7643,3.2586,0.5057,5.2085,0.7,3.646,1.0,3.9515,0.002,55.08,Medium,0
117,4,13,1,29.83,35.72,26.3,66.57,4.665,24.68,10.72,43.45,6.67,173.7,31.9,124.6,47.3,38.6268,26.0589,16.2995,4.6366,3.0864,1.5502,7.281,0.4,2.9124,0.7818,0.7252,1.5304,73.31,Medium,1
196,7,12,1,22.38,26.15,16.56,70.82,0.839,24.87,7.23,54.65,6.76,153.4,43.7,177.2,62.1,39.0231,20.6046,12.6983,2.6384,1.8686,0.7698,3.9551,0.4,1.582,1.0,0.7301,0.8427,74.39,Medium,1
327,11,7,3,24.57,28.73,18.9,52.61,2.192,2.36,6.69,48.22,6.1,176.1,34.0,277.4,57.1,27.6032,15.2825,7.868,3.0634,1.6118,1.4516,4.0751,1.15,4.6863,0.9406,0.0779,4.3238,79.24,High,1
86,3,6,1,24.88,29.41,20.05,76.71,1.979,15.68,5.78,61.07,6.77,10.0,33.2,294.5,56.4,36.4186,17.8082,11.2618,3.2236,2.4726,0.7509,3.9174,0.4,1.567,1.0,0.4834,1.1299,68.65,Medium,1
289,10,8,4,27.67,33.61,24.66,33.8,1.343,32.54,6.54,38.13,5.7,54.3,43.6,143.9,48.8,32.1543,17.1413,8.7246,4.1544,1.4041,2.7503,4.6668,0.7,3.2667,0.6042,0.9152,1.0584,59.82,Medium,1
81,3,10,3,33.56,38.63,29.26,44.3,2.293,20.18,9.44,45.85,5.48,106.5,44.9,80.2,47.2,35.8795,23.0708,13.3565,5.4609,2.4192,3.0418,7.0791,1.15,8.1409,0.8615,0.6076,6.4013,54.65,Medium,1
152,6,15,3,25.72,30.61,21.13,98.0,2.505,79.59,7.14,60.76,7.23,92.1,27.0,208.4,41.2,39.2254,20.5499,13.8228,3.4504,3.3814,0.069,3.6912,1.15,4.2449,1.0,2.6531,1.5828,49.91,Low,1
61,3,16,1,25.28,29.85,20.93,50.93,1.665,21.09,5.74,50.45,6.81,86.8,8.3,116.0,41.8,33.335,16.5461,9.4168,3.3424,1.7022,1.6402,4.3135,0.4,1.7254,1.0,0.6318,1.1069,57.23,Medium,1
61,3,17,2,27.48,32.58,21.7,50.92,2.586,12.77,4.78,31.97,6.56,104.7,25.4,247.4,53.9,33.335,15.1697,8.9652,3.7552,1.912,1.8432,5.0389,0.85,4.2831,0.3988,0.3995,1.2899,71.53,Medium,1
354,12,6,2,21.74,26.73,18.62,61.16,3.033,17.93,2.18,44.7,6.87,13.1,25.6,192.0,45.1,26.417,9.246,5.4564,2.8276,1.7293,1.0983,3.4109,0.85,2.8992,0.8233,0.5463,1.84,69.05,Medium,1
28,1,8,2,19.53,25.24,14.56,64.54,2.564,13.33,10.14,49.23,7.34,156.8,20.4,132.1,43.7,28.8941,20.3699,10.1218,2.4353,1.5717,0.8636,3.9151,0.85,3.3278,0.9742,0.416,2.8592,56.73,Medium,1
43,2,8,2,20.9,25.53,16.96,48.31,4.521,100.02,6.64,40.66,7.46,97.9,18.4,194.2,47.2,30.8175,16.7209,8.6524,2.6011,1.2565,1.3446,5.4345,0.85,4.6193,0.6885,3.334,0.001,51.98,Medium,0
169,6,10,4,30.39,34.66,25.71,65.59,1.149,72.06,6.39,45.37,6.47,121.4,29.2,129.3,53.7,39.2001,19.3595,12.6374,4.4105,2.893,1.5176,4.7856,0.7,3.3499,0.8458,1.5711,1.2564,72.55,Medium,1
86,3,8,3,29.25,34.67,24.28,42.73,4.043,29.75,6.78,34.32,7.56,152.1,18.2,87.7,31.0,36.4186,19.317,11.0894,4.2786,1.8283,2.4503,7.5078,1.15,8.634,0.4772,0.8501,3.2638,46.55,Low,1
177,6,18,2,25.79,31.19,21.47,76.39,1.187,61.33,9.34,39.83,6.96,214.5,26.6,36.1,50.4,39.1656,23.7378,14.9265,3.5509,2.7126,0.8384,4.9181,0.85,4.1804,0.6609,1.4425,1.3463,66.98,Medium,1
17,1,14,4,19.11,22.62,15.67,40.25,2.243,28.76,5.12,51.8,7.16,103.2,43.3,225.6,47.5,27.7492,13.3763,6.5397,2.2628,0.9107,1.352,3.829,0.7,2.6803,1.0,0.8264,1.8305,67.48,Medium,1
98,4,6,3,31.71,35.42,27.15,43.39,1.219,0.0,3.56,47.71,7.1,180.5,27.9,207.2,54.1,37.5085,14.8035,9.3244,4.6751,2.0286,2.6465,4.5433,1.15,5.2248,0.9236,0.0,4.8202,71.68,Medium,1
198,7,9,1,21.93,27.81,16.14,82.09,2.882,6.03,10.96,55.07,6.28,127.4,43.5,118.9,57.1,38.9998,26.206,15.9682,2.7863,2.2873,0.499,4.694,0.4,1.8776,1.0,0.1951,1.6598,72.12,Medium,1
98,4,18,1,31.55,35.88,26.94,43.51,1.948,6.77,10.83,46.85,5.67,84.1,44.6,213.4,63.0,37.5085,25.88,14.7171,4.7284,2.0575,2.6709,6.9171,0.4,2.7668,0.8949,0.2182,2.2281,70.5,Medium,1
65,3,18,4,33.17,37.73,29.8,69.66,2.32,3.22,2.34,45.57,5.95,162.7,37.4,239.5,65.0,33.8817,11.8586,8.2266,5.3608,3.7342,1.6266,4.1336,0.7,2.8935,0.8525,0.1057,2.3737,77.12,High,1
330,11,15,3,25.6,29.53,20.12,47.96,1.266,10.55,3.98,55.94,6.93,159.5,29.8,92.1,49.5,27.3599,11.7949,6.4442,3.2429,1.5553,1.6876,3.2276,1.15,3.7118,1.0,0.3339,3.3886,71.14,Medium,1
341,12,15,2,20.45,24.9,16.79,36.71,2.396,20.99,5.0,51.03,6.47,144.8,49.3,204.9,59.2,26.6949,12.7869,6.0272,2.5303,0.929,1.6014,4.1621,0.85,3.5378,1.0,0.6291,2.9062,82.0,High,1
5,1,9,3,23.7,28.93,19.59,63.74,3.454,8.18,4.49,52.46,7.29,134.7,30.9,92.1,50.1,26.8694,12.2307,6.8057,3.1343,1.9979,1.1364,3.9134,1.15,4.5004,1.0,0.2621,4.2371,60.83,Medium,1
2,1,6,2,19.67,24.12,15.39,84.23,4.939,1.44,2.86,51.04,5.65,110.9,15.9,247.2,42.5,26.7191,10.1825,6.1269,2.3772,2.0022,0.375,2.3,0.85,1.955,1.0,0.0477,1.9291,58.68,Medium,1
22,1,7,4,20.99,24.93,16.97,48.7,1.73,15.09,8.98,61.83,6.63,150.9,56.0,259.8,71.2,28.2343,18.5089,8.7011,2.5442,1.239,1.3052,3.8632,0.7,2.7043,1.0,0.4666,2.2211,79.32,High,1
112,4,16,2,28.36,31.65,24.15,54.57,2.257,0.0,6.92,42.89,7.3,141.7,14.7,134.5,37.2,38.4015,20.1938,12.336,3.8367,2.0935,1.7432,5.5716,0.85,4.7359,0.7629,0.0,3.6321,58.81,Medium,1
57,2,6,4,27.19,32.97,21.8,65.04,3.697,22.19,7.81,40.55,6.94,134.1,24.8,20.0,37.1,32.7779,19.2412,11.3347,3.8167,2.4822,1.3345,5.3751,0.7,3.7625,0.6851,0.661,1.9488,61.15,Medium,1
66,3,11,3,27.5,33.11,23.83,48.23,2.703,0.69,10.94,43.49,5.95,143.9,28.7,185.5,48.1,34.0162,24.3536,13.0058,4.0071,1.9326,2.0746,6.48,1.15,7.452,0.7829,0.023,5.8286,67.04,Medium,1
330,11,8,3,22.95,28.33,18.54,70.75,3.471,5.58,3.37,52.14,6.79,37.8,6.1,208.3,28.9,27.3599,11.0389,6.5146,2.994,2.1181,0.8758,3.341,1.15,3.8421,1.0,0.1812,3.6552,60.11,Medium,1
98,4,12,2,34.62,39.71,31.56,35.95,3.709,0.0,10.43,48.79,6.87,183.9,30.2,172.1,43.2,37.5085,25.2642,14.0634,5.9498,2.1391,3.8107,9.5272,0.85,8.0981,0.9595,0.0,7.7382,73.13,Medium,1
144,5,10,3,32.38,36.93,27.86,50.82,3.441,9.92,10.24,48.95,6.57,107.9,15.0,109.7,43.5,39.1954,25.2635,15.3789,4.9994,2.5405,2.4589,7.9806,1.15,9.1777,0.9651,0.3148,8.5112,67.94,Medium,1
125,5,14,2,32.53,38.22,29.2,43.85,5.214,8.23,6.66,45.0,6.79,168.4,19.8,300.2,62.4,38.897,19.8832,12.0439,5.3787,2.3585,3.0202,9.2402,0.85,7.8542,0.8332,0.2635,6.2704,81.19,High,1
167,6,12,3,26.05,31.43,22.21,70.69,3.431,71.16,11.43,51.26,6.86,105.2,30.0,165.3,49.6,39.2069,26.8947,16.4415,3.6402,2.5731,1.067,6.0777,1.15,6.9894,1.0,1.5618,5.4224,66.47,Medium,1
86,3,9,1,25.01,30.45,21.03,44.11,1.066,21.84,5.34,44.24,6.78,221.4,43.0,231.0,63.6,36.4186,17.1375,9.882,3.4234,1.51,1.9134,4.1768,0.4,1.6707,0.8081,0.6517,0.6919,84.67,High,1
76,3,10,2,26.37,30.3,23.12,57.13,3.802,14.54,7.36,42.43,6.34,144.5,22.2,242.7,59.5,35.2956,19.7312,11.5311,3.5726,2.041,1.5316,5.8981,0.85,5.0134,0.7476,0.4507,3.2891,76.76,High,1
344,12,10,4,21.5,25.77,17.42,61.21,0.914,0.0,5.54,48.75,6.75,157.7,34.4,131.8,56.9,26.58,13.3998,6.9998,2.6536,1.6243,1.0293,2.6325,0.7,1.8427,0.9583,0.0,1.7818,77.05,High,1
294,10,16,1,27.73,32.85,23.24,59.09,2.128,33.54,2.29,45.57,7.06,74.2,41.7,279.4,56.2,31.4729,11.0155,7.0331,3.919,2.3156,1.6034,3.854,0.4,1.5416,0.8524,0.938,0.3756,66.11,Medium,1
59,2,10,4,20.69,24.8,16.4,37.28,1.968,0.0,9.11,43.97,7.0,76.6,33.7,35.9,42.6,33.0574,21.2359,10.3938,2.4976,0.931,1.5666,4.8173,0.7,3.3721,0.7989,0.0,2.7151,63.0,Medium,1
138,5,15,3,34.39,38.87,30.55,57.51,1.235,2.28,6.68,56.19,6.17,190.3,8.7,124.4,37.6,39.1426,19.9079,13.0782,5.6607,3.2555,2.4052,5.511,1.15,6.3377,1.0,0.075,6.2804,59.72,Medium,1
99,4,14,1,34.45,39.39,30.57,50.81,1.009,17.16,5.08,39.3,7.42,173.9,10.8,102.9,47.5,37.5858,17.145,11.0292,5.7613,2.9271,2.8342,4.8625,0.4,1.945,0.6433,0.5249,0.7435,51.76,Medium,1
192,7,15,3,26.87,31.18,21.97,76.18,1.749,323.84,9.74,64.31,7.42,184.5,34.5,172.0,54.9,39.0637,24.351,15.4519,3.589,2.7343,0.8548,5.1766,1.15,5.9531,1.0,5.2461,0.6985,48.84,Low,1
243,9,8,2,24.76,30.14,19.6,79.82,3.222,12.06,2.47,60.7,5.91,148.7,32.0,331.9,64.5,37.3103,13.0586,8.8066,3.2786,2.6169,0.6618,3.3844,0.85,2.8768,1.0,0.3787,2.5009,64.5,Medium,1
319,11,11,4,24.53,27.88,19.8,68.66,1.436,18.31,4.5,45.51,7.39,44.2,34.7,229.0,49.8,28.365,12.831,7.5236,3.0311,2.081,0.95,2.9685,0.7,2.078,0.8503,0.5567,1.2353,59.32,Medium,1
49,2,13,3,23.38,28.53,17.45,49.24,5.606,1.52,6.12,40.7,7.31,137.0,46.8,20.0,49.8,31.6519,16.3747,8.8887,2.9466,1.451,1.4955,6.2335,1.15,7.1685,0.69,0.0503,4.8954,63.29,Medium,1
32,2,16,4,20.52,23.96,14.69,59.64,0.374,16.96,7.61,48.06,7.0,188.8,34.3,336.0,69.6,29.3742,17.3237,9.0381,2.3237,1.3859,0.9378,2.7809,0.7,1.9466,0.9353,0.5192,1.3275,81.77,High,1
277,10,14,4,26.65,32.46,23.35,62.32,2.745,14.06,5.84,46.26,7.33,198.8,26.2,224.9,57.9,33.7602,16.8288,10.0834,3.8754,2.4153,1.4601,4.8502,0.7,3.3951,0.8755,0.437,2.569,66.22,Medium,1
20,1,18,3,23.99,27.93,20.21,60.8,2.706,0.0,8.73,54.51,6.05,113.0,37.1,236.4,64.5,28.0327,18.0782,9.3145,3.0667,1.8647,1.202,4.3297,1.15,4.9791,1.0,0.0,4.9898,70.96,Medium,1
154,6,12,2,29.03,34.42,23.43,77.43,1.694,51.45,11.59,43.53,8.18,87.3,33.4,139.1,21.2,39.2275,27.2138,17.597,4.1632,3.2234,0.9397,5.9603,0.85,5.0662,0.7845,1.2915,2.669,43.82,Low,1
68,3,17,4,29.03,33.59,25.94,47.97,2.846,59.32,5.26,40.4,6.62,69.1,41.6,166.5,52.9,34.2821,16.2308,9.5479,4.2749,2.0507,2.2242,5.7991,0.7,4.0594,0.6801,1.4143,1.3426,74.11,Medium,1
214,8,8,3,18.35,21.62,13.57,84.74,2.715,234.79,4.15,60.33,7.32,109.1,35.6,94.6,54.4,38.7036,15.9515,10.2404,2.069,1.7533,0.3157,2.8244,1.15,3.2481,1.0,4.9493,0.0,54.82,Medium,0
143,5,6,2,33.05,37.79,27.18,46.46,3.228,2.74,3.96,50.88,7.29,142.4,22.5,75.9,39.3,39.1887,15.7799,10.1884,5.0775,2.359,2.7186,6.7418,0.85,5.7305,1.0,0.09,5.6448,52.95,Medium,1
232,8,9,3,26.17,31.91,21.13,73.48,4.299,104.42,4.19,56.23,6.5,195.6,38.7,20.0,51.1,38.0053,15.8415,10.3648,3.6184,2.659,0.9594,4.5706,1.15,5.2562,1.0,3.4806,1.7529,69.01,Medium,1
213,8,18,2,29.28,32.75,26.01,82.99,0.974,17.87,9.57,56.24,7.31,145.4,27.8,268.5,53.4,38.7293,24.139,16.0203,4.1616,3.4538,0.7078,5.2418,0.85,4.4555,1.0,0.5447,3.8888,63.58,Medium,1
79,3,11,4,27.96,31.93,22.72,43.94,4.018,12.34,10.35,51.36,6.66,199.9,13.4,161.3,54.9,35.6511,24.3215,13.2288,3.7488,1.6474,2.1014,7.5386,0.7,5.277,1.0,0.3868,4.899,71.79,Medium,1
214,8,8,1,25.24,29.56,21.11,77.68,0.43,138.49,8.48,50.48,7.09,31.1,20.4,304.4,52.2,38.7036,22.479,14.1602,3.3202,2.5792,0.741,4.4535,0.4,1.7814,1.0,4.6162,0.0,61.43,Medium,0
116,4,6,3,32.72,36.54,26.95,49.26,0.755,16.25,2.52,50.32,6.92,127.3,19.2,183.5,50.4,38.5854,13.5049,9.0042,4.8377,2.383,2.4548,3.824,1.15,4.3976,1.0,0.4993,3.8935,73.96,Medium,1
92,4,11,4,29.73,35.57,25.87,46.45,4.617,1.21,9.01,52.66,6.66,45.7,13.6,250.2,49.8,37.0007,22.9045,13.0973,4.5686,2.1221,2.4465,8.2918,0.7,5.8042,1.0,0.04,5.7361,67.8,Medium,1
270,9,6,3,26.88,31.01,22.46,79.44,3.309,24.32,6.86,52.27,6.64,138.8,38.4,206.3,62.0,34.6408,18.6598,11.839,3.6074,2.8657,0.7417,4.3015,1.15,4.9467,1.0,0.7161,4.1988,81.38,High,1
168,6,14,3,23.2,28.17,17.96,77.69,3.035,36.67,10.89,53.97,7.48,80.2,10.1,172.7,38.3,39.2036,26.0775,15.9397,2.938,2.2826,0.6555,5.0235,1.15,5.7771,1.0,1.0072,4.7913,47.83,Low,1
58,2,16,2,23.79,27.46,20.01,72.43,2.555,0.92,2.32,62.45,6.93,158.0,48.7,296.0,71.5,32.9179,11.5212,7.4726,3.0014,2.174,0.8274,3.1998,0.85,2.7198,1.0,0.0305,2.6932,72.3,Medium,1
284,10,17,3,28.22,31.88,24.68,69.69,3.682,5.93,6.44,37.49,6.72,119.3,32.2,172.9,49.8,32.8328,17.3043,10.6874,3.9152,2.7284,1.1869,4.9129,1.15,5.6498,0.5831,0.192,3.091,71.34,Medium,1
26,1,6,2,22.12,25.65,19.12,47.74,3.418,6.48,6.6,45.28,7.92,170.1,28.0,209.4,45.3,28.6655,15.6791,7.8459,2.7529,1.3144,1.4386,4.8763,0.85,4.1448,0.8427,0.2092,3.2733,54.41,Medium,1
66,3,18,4,24.75,29.06,20.29,47.43,1.942,6.23,4.59,43.5,6.39,55.6,14.1,200.7,36.7,34.0162,15.1488,8.7821,3.1999,1.5176,1.6823,4.4209,0.7,3.0946,0.7833,0.2014,2.2308,67.86,Medium,1
248,9,11,3,24.23,28.83,18.44,79.76,2.474,198.32,11.01,50.58,7.79,143.2,26.8,154.0,44.7,36.918,25.7939,15.7086,3.0438,2.4277,0.6161,4.8909,1.15,5.6245,1.0,4.8277,0.8233,49.01,Low,1
254,9,6,4,27.72,30.75,23.88,84.39,2.428,150.96,2.74,68.27,6.79,125.5,26.3,129.9,44.0,36.3832,13.1857,9.076,3.6961,3.1191,0.577,3.2134,0.7,2.2494,1.0,4.6699,0.0,57.03,Medium,0
44,2,17,1,24.18,29.68,21.05,50.98,2.256,43.81,3.63,43.63,7.17,174.6,18.5,172.4,48.4,30.955,12.6845,7.3232,3.3305,1.6978,1.6326,4.1794,0.4,1.6717,0.7878,1.1532,0.1561,65.87,Medium,0
97,4,12,4,31.24,35.78,26.38,52.16,3.201,37.91,8.8,49.35,6.6,151.5,34.6,129.2,59.0,37.4291,22.7583,13.7182,4.6543,2.4276,2.2267,7.0932,0.7,4.9653,0.9783,1.0337,3.8007,76.86,High,1
42,2,8,3,21.32,24.79,18.15,59.91,3.862,6.2,10.2,49.43,6.24,78.1,37.8,270.4,53.4,30.6807,21.4693,11.0153,2.6065,1.5615,1.0451,4.896,1.15,5.6304,0.9811,0.2004,5.3399,77.54,High,1
227,8,11,1,27.01,30.21,22.49,73.32,5.274,135.04,5.85,64.13,5.95,91.3,34.2,184.4,44.1,38.2492,18.4219,11.923,3.5087,2.5727,0.936,5.0664,0.4,2.0265,1.0,4.5014,0.0,56.7,Medium,0
262,9,12,2,26.09,29.28,21.94,76.06,2.184,60.8,8.82,58.67,7.84,157.9,50.1,155.3,48.4,35.5657,21.9432,13.5329,3.3522,2.5496,0.8026,4.631,0.85,3.9364,1.0,1.4351,2.5191,52.39,Medium,1
167,6,6,1,24.17,27.95,19.75,67.59,3.276,23.56,3.67,34.52,7.96,168.9,19.4,268.3,48.9,39.2069,15.2827,9.9407,3.035,2.0514,0.9836,4.2931,0.4,1.7172,0.484,0.6966,0.1432,48.19,Low,0
279,10,6,3,27.53,32.03,24.04,47.99,2.722,0.0,6.52,36.09,6.25,79.6,19.9,116.7,37.4,33.499,17.6903,9.9725,3.8765,1.8604,2.0161,5.6281,1.15,6.4723,0.5363,0.0,3.4987,63.25,Medium,1
89,3,18,3,25.98,31.57,22.71,52.37,1.337,0.0,6.2,40.43,6.76,177.8,23.8,147.1,43.2,36.7188,18.5537,10.9211,3.7002,1.9378,1.7625,4.5798,1.15,5.2668,0.6809,0.0,3.5626,72.42,Medium,1
178,6,10,4,27.75,33.46,22.51,82.45,1.807,164.82,2.93,50.68,6.85,105.9,38.7,264.8,70.0,39.1605,14.1722,9.7969,3.9444,3.252,0.6923,3.4822,0.7,2.4375,1.0,4.7161,0.0,77.47,High,0
197,7,11,2,28.13,33.63,24.4,94.53,4.115,0.0,9.69,43.81,6.95,148.4,34.8,278.3,54.8,39.0117,24.2951,16.4117,4.1334,3.9073,0.2261,4.5571,0.85,3.8735,0.7937,0.0,3.0628,76.49,High,1
307,11,14,3,22.3,26.28,16.9,43.26,3.842,0.0,8.39,40.97,6.48,191.5,7.9,129.5,37.9,29.7576,18.523,8.9838,2.6716,1.1557,1.5159,5.5699,1.15,6.4054,0.6989,0.0,4.4684,66.76,Medium,1
267,9,6,3,26.39,30.31,21.12,65.68,4.132,0.0,4.25,46.65,7.1,169.6,33.4,78.7,43.4,34.999,14.9798,9.4582,3.4124,2.2412,1.1711,4.8005,1.15,5.5205,0.8885,0.0,4.899,68.74,Medium,1
268,9,18,2,26.35,32.31,22.75,82.9,0.624,49.21,5.06,66.24,6.6,117.9,9.8,266.5,56.7,34.8811,16.1226,10.4555,3.8031,3.1529,0.6502,3.4369,0.85,2.9214,1.0,1.253,1.6853,64.82,Medium,1
74,3,9,2,22.64,27.68,16.91,50.16,6.42,0.0,8.81,63.47,6.9,19.2,40.3,56.1,43.6,35.0507,21.768,11.8211,2.8189,1.414,1.4049,6.8774,0.85,5.8458,1.0,0.0,5.8626,55.76,Medium,1
8,1,15,4,24.08,28.0,20.6,60.55,2.7,25.76,6.15,57.23,7.45,105.9,43.0,247.1,71.4,27.0487,14.3575,7.6161,3.1027,1.8785,1.2241,3.9401,0.7,2.758,1.0,0.7525,2.0023,61.01,Medium,1
297,10,13,1,33.25,37.23,27.86,52.82,2.513,13.77,9.76,71.07,6.44,111.2,15.7,257.3,54.6,31.0666,21.0447,12.1802,5.0519,2.6682,2.3837,6.2927,0.4,2.5171,1.0,0.4287,2.0739,57.04,Medium,1
164,6,15,2,27.35,31.65,23.08,94.8,3.445,125.15,4.27,52.03,6.79,191.6,20.7,143.7,49.0,39.2157,16.1902,11.2421,3.7425,3.5479,0.1946,3.1779,0.85,2.7012,1.0,4.1718,0.0217,73.87,Medium,0
85,3,14,3,31.4,36.26,27.85,50.6,1.124,0.0,10.91,47.86,7.82,133.7,17.3,230.4,51.4,36.3146,25.4892,14.8046,4.8874,2.4732,2.4142,5.9841,1.15,6.8817,0.9288,0.0,6.4029,54.61,Medium,1
72,3,18,2,24.86,30.56,19.05,46.84,1.524,20.23,7.66,51.78,5.97,121.4,48.3,147.2,48.7,34.7998,19.9535,10.9689,3.2924,1.5422,1.7502,4.7486,0.85,4.0363,1.0,0.6088,3.4332,66.9,Medium,1
55,2,8,3,22.2,25.8,16.31,59.09,5.049,2.22,3.04,69.78,7.54,153.9,19.7,250.4,60.1,32.4969,12.4049,7.5794,2.5883,1.5295,1.0588,4.6071,1.15,5.2981,1.0,0.0731,5.2183,48.01,Low,1
47,2,16,4,24.18,27.43,19.64,56.82,1.44,19.71,2.94,54.69,6.59,154.9,41.0,232.6,63.0,31.3717,11.8817,7.2313,2.9719,1.6887,1.2832,3.2289,0.7,2.2602,1.0,0.5949,1.6613,76.41,High,1
238,8,7,1,22.87,27.08,18.46,74.86,1.917,37.77,3.33,47.01,6.82,139.2,36.6,200.3,44.0,37.6543,14.4457,9.4091,2.8535,2.1362,0.7173,3.3472,0.4,1.3389,0.9004,1.0308,0.1853,72.29,Medium,0
104,4,9,4,33.1,36.83,27.39,57.44,1.59,9.15,7.32,34.98,6.76,217.6,37.1,168.8,54.5,37.9405,20.6788,13.2569,4.9329,2.8337,2.0992,5.6592,0.7,3.9614,0.4992,0.2916,1.7204,76.06,High,1
210,7,7,2,27.51,32.24,22.72,86.41,2.431,0.0,6.59,28.24,7.22,104.1,23.6,154.8,32.0,38.7998,19.6423,13.134,3.7905,3.2754,0.5151,4.2277,0.85,3.5935,0.2747,0.0,0.9351,50.73,Medium,1
42,2,6,3,21.79,26.89,17.99,51.48,3.819,9.98,7.92,62.35,6.13,119.2,7.0,245.3,54.4,30.6807,18.3857,9.4088,2.8028,1.443,1.3599,5.2421,1.15,6.0284,1.0,0.3169,5.7145,58.02,Medium,1
316,11,17,2,27.62,31.55,23.34,63.2,4.033,1.57,8.47,40.48,7.15,133.5,4.2,182.6,53.8,28.6885,18.0734,10.0411,3.7519,2.371,1.3809,5.2875,0.85,4.4944,0.6827,0.0519,3.0117,61.02,Medium,1
268,9,8,2,21.19,26.25,15.68,96.59,1.876,300.22,9.34,69.89,7.12,96.1,25.6,205.1,58.9,34.8811,22.39,13.7116,2.5965,2.5078,0.0887,3.5154,0.85,2.9881,1.0,5.1674,0.0,50.02,Medium,0
263,9,12,2,24.58,28.61,19.0,76.2,0.831,10.97,6.0,45.9,7.62,175.0,11.4,194.8,38.5,35.4556,17.7232,11.0813,3.0565,2.3291,0.7274,3.5709,0.85,3.0352,0.8633,0.3463,2.2594,56.23,Medium,1
336,12,18,2,21.51,26.41,15.69,56.88,1.034,21.8,3.6,46.85,7.22,158.2,15.6,136.1,48.1,26.951,11.1662,6.1777,2.6134,1.4866,1.1268,2.56,0.85,2.176,0.8951,0.6506,1.2816,61.69,Medium,1
365,12,18,1,19.68,24.58,15.82,52.73,3.896,21.04,6.2,52.64,5.83,196.5,21.2,163.4,56.5,26.6352,14.2316,6.915,2.4435,1.2884,1.1551,4.361,0.4,1.7444,1.0,0.6306,1.117,62.64,Medium,1
259,9,6,3,24.61,28.45,19.57,77.51,2.239,149.42,2.42,68.74,7.31,126.6,26.7,144.9,59.6,35.8857,12.56,8.3947,3.0784,2.3861,0.6923,3.1373,1.15,3.6079,1.0,4.6647,0.0,45.34,Low,0
283,10,7,2,31.49,36.4,28.29,50.78,3.926,18.5,5.77,47.81,8.1,171.5,14.1,121.9,39.1,32.9673,16.4003,9.7706,4.9575,2.5175,2.44,6.7843,0.85,5.7667,0.9269,0.5618,4.7857,44.41,Low,1
114,4,6,3,36.1,40.24,30.92,34.34,0.374,4.58,3.16,35.35,6.57,184.8,35.1,142.6,61.3,38.4972,14.4631,9.1684,5.9721,2.0508,3.9214,3.7492,1.15,4.3116,0.5115,0.1494,2.0636,70.43,Medium,1
363,12,13,1,23.8,27.81,19.11,62.76,0.564,2.6,9.0,43.15,6.94,114.4,23.9,143.6,46.7,26.5648,17.6052,8.865,2.9754,1.8675,1.1079,3.0171,0.4,1.2069,0.7717,0.0857,0.8442,67.82,Medium,1
40,2,10,3,26.6,30.47,22.85,59.88,1.842,0.0,8.14,42.11,7.15,152.2,43.0,183.8,56.2,30.4098,18.5453,10.2816,3.5719,2.1389,1.433,4.4181,1.15,5.0809,0.737,0.0,3.766,73.69,Medium,1
220,8,13,3,23.45,27.49,18.49,62.78,1.43,385.78,2.55,60.94,5.77,220.3,34.3,113.0,60.1,38.5233,13.4832,8.8328,2.898,1.8195,1.0786,3.4454,1.15,3.9622,1.0,5.4526,0.0123,58.56,Medium,0
129,5,8,1,31.94,37.3,28.54,50.14,3.045,28.03,2.56,33.84,5.95,140.8,39.3,194.4,55.0,38.9953,13.6483,9.0607,5.1395,2.577,2.5625,6.0317,0.4,2.4127,0.4612,0.8086,0.3029,68.55,Medium,1
8,1,18,2,19.98,23.72,15.98,55.36,2.807,20.14,5.9,51.17,7.36,135.6,2.0,177.0,40.5,27.0487,14.0462,7.0808,2.3747,1.3147,1.06,3.7043,0.85,3.1487,1.0,0.6065,2.5507,55.49,Medium,1
101,4,17,3,31.35,36.4,27.15,60.55,4.485,6.06,6.78,52.05,5.91,199.2,44.8,108.1,52.8,37.7339,19.7759,12.6009,4.8344,2.9272,1.9072,6.9318,1.15,7.9716,1.0,0.1961,7.753,70.01,Medium,1
176,6,12,4,25.48,31.18,20.14,79.37,3.729,309.54,4.8,67.48,7.12,203.6,42.7,20.0,60.2,39.1705,16.9583,11.1781,3.4488,2.7373,0.7115,4.1357,0.7,2.895,1.0,5.1985,0.0,55.69,Medium,0
107,4,13,3,34.32,38.37,30.39,49.53,0.975,20.84,2.49,42.62,6.93,156.5,55.0,121.6,52.2,38.1285,13.345,8.9595,5.5495,2.7487,2.8008,4.1591,1.15,4.7829,0.7541,0.6251,2.9807,75.25,High,1
101,4,11,2,33.81,36.9,30.66,55.68,4.419,31.57,7.75,38.93,8.03,275.5,25.0,190.2,53.7,37.7339,21.2642,13.5355,5.323,2.9637,2.3593,7.8481,0.85,6.6709,0.6311,0.8928,3.2864,58.39,Medium,1
